region,official_id,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,elevation_m,drainage_area_km2
ERK,07AH001,54.59141118488648,-115.5104381393366,-1058.68,0.5017,0.67,0.21,0.09,0.01,0.01,0.0,0.01,0.0,0.0,0.65,0.21,0.1,0.01,0.01,0.0,0.01,0.0,0.01,0.7,0.11,0.15,0.02,0.01,0.01,0.01,0.0,-0.01,2.201488256454468,120.6879682924556,1023.0842895507812,1005.0985107421876,1351.9111328125,660.9157104492188,643.5,-4.2,7.1,538.2,107.4,242.3,4.9,0.7,1.1,0.1,1005.0985107421876,1655.6
ERK,07AH002,54.37819059365932,-115.47130713788016,-1061.09,0.0,0.81,0.1,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.77,0.11,0.1,0.01,0.0,0.0,0.0,0.0,0.01,0.65,0.16,0.16,0.02,0.0,0.0,0.0,0.0,0.0099999999999998,1.9782359600067136,132.03327315022148,885.0,905.8059692382812,1198.084228515625,720.8846435546875,592.9,-4.0,7.9,535.2,92.7,245.1,5.0,0.7,1.0,0.1,905.8059692382812,429.0
ERK,07AH003,54.41826704394228,-115.92304263456153,-1053.2,0.0,0.65,0.23,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.63,0.24,0.11,0.01,0.0,0.0,0.0,0.0,0.01,0.77,0.1,0.11,0.01,0.0,0.0,0.0,0.0,0.01,2.656609058380127,163.32512969687653,974.5013427734376,965.547607421875,1250.1248779296875,732.9301147460938,613.5,-4.0,7.8,534.6,99.6,245.1,5.1,0.7,1.0,0.1,965.547607421875,1145.6
ERK,07BA001,53.13710211512938,-116.03046288760284,-1100.01,0.13889,0.86,0.07,0.05,0.01,0.01,0.0,0.01,0.0,-0.01,0.82,0.08,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.67,0.14,0.12,0.05,0.01,0.0,0.01,0.0,0.0,2.5758016109466557,28.62220540304945,1021.0658569335938,1122.1859130859375,2336.779541015625,846.85009765625,610.4,-4.5,8.8,503.9,87.1,259.2,4.7,0.7,1.0,0.1,1122.1859130859375,2894.6
ERK,07BA002,53.317268840183445,-115.75325347787476,-1122.37,0.0,0.87,0.08,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.84,0.09,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.62,0.16,0.12,0.08,0.01,0.0,0.01,0.0,0.0,1.2768800258636477,27.59518403722204,976.6412353515624,974.7600708007812,1060.14990234375,871.9157104492188,604.3,-4.0,9.2,525.8,86.6,255.2,4.8,0.7,1.0,0.1,974.7600708007812,610.9
ERK,07BA003,53.06012946341511,-116.81831549090153,-1052.0,0.0,0.73,0.12,0.12,0.01,0.01,0.0,0.01,0.0,0.0,0.68,0.12,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.49,0.24,0.21,0.02,0.01,0.01,0.01,0.0,0.01,3.232048511505127,83.68061285975443,1429.0,1431.5831298828125,1603.0,1325.6016845703125,635.8,-5.6,7.8,460.3,101.6,267.0,4.7,0.7,1.0,0.1,1431.5831298828125,104.0
ERK,07BB002,53.21503943805715,-115.7760919705879,-1107.41,0.09149,0.79,0.09,0.05,0.01,0.05,0.0,0.01,0.0,0.0,0.77,0.09,0.07,0.01,0.05,0.0,0.01,0.0,0.0,0.63,0.14,0.12,0.06,0.04,0.01,0.01,0.0,-0.01,2.15983247756958,27.64626304272544,966.8748779296876,1039.806884765625,2336.779541015625,719.5703125,613.5,-4.2,9.0,518.3,88.6,257.0,4.7,0.7,1.0,0.1,1039.806884765625,4394.2
ERK,07BB003,53.64705974765737,-115.5072951039628,-1101.44,1.07107,0.51,0.07,0.06,0.01,0.3,0.0,0.05,0.0,-2.220446049250313e-16,0.51,0.07,0.06,0.01,0.3,0.0,0.05,0.0,-2.220446049250313e-16,0.42,0.11,0.11,0.05,0.24,0.01,0.05,0.0,0.0099999999999998,1.153188943862915,7.538987199448588,837.0,846.4996948242188,1051.372802734375,769.9157104492188,567.0,-3.7,9.3,538.5,83.7,250.0,4.9,0.7,1.1,0.1,846.4996948242188,1574.4
ERK,07BB005,54.00159899646683,-115.27322495635607,-1257.36,0.0,0.39,0.07,0.08,0.02,0.42,0.02,0.0,0.0,0.0,0.38,0.08,0.08,0.02,0.42,0.02,0.0,0.0,0.0,0.26,0.13,0.14,0.05,0.4,0.02,0.0,0.0,0.0,1.4862467050552368,40.43229890452691,741.0748291015625,766.9927978515625,1009.14990234375,668.85009765625,541.9,-3.7,9.1,541.5,78.7,245.6,5.0,0.7,1.0,0.1,766.9927978515625,414.7
ERK,07BB009,54.05252415041931,-115.06604763390082,-1347.97,0.0,0.22,0.07,0.09,0.03,0.58,0.01,0.0,0.0,0.0,0.22,0.07,0.09,0.02,0.59,0.0,0.0,0.0,0.01,0.17,0.1,0.15,0.04,0.54,0.01,0.0,0.0,-0.01,1.7035443782806396,120.8323413906632,725.7227172851562,728.4778442382812,867.0842895507812,658.8758544921875,528.0,-3.6,9.1,543.3,76.1,245.2,5.1,0.7,1.0,0.1,728.4778442382812,162.9
ERK,07BB011,53.87881396776428,-115.52829217324084,-1052.0,0.0,0.7,0.08,0.04,0.01,0.17,0.0,0.0,0.0,0.0,0.69,0.08,0.04,0.01,0.17,0.0,0.0,0.0,0.01,0.53,0.2,0.1,0.03,0.15,0.0,0.0,0.0,-0.01,2.3234589099884038,74.72986174416123,857.3623046875,853.3568115234375,1009.0842895507812,749.0,569.0,-3.9,8.9,535.2,84.2,247.8,4.8,0.7,1.0,0.1,853.3568115234375,251.5
ERK,07BB014,53.819667329835525,-114.59936963796068,-1052.0,0.0,0.26,0.08,0.1,0.02,0.51,0.02,0.0,0.0,0.0099999999999998,0.27,0.08,0.1,0.02,0.51,0.02,0.0,0.0,0.0,0.22,0.09,0.13,0.03,0.51,0.03,0.0,0.0,-0.01,0.730825662612915,351.0107268421151,720.0,721.4635009765625,751.0842895507812,689.0,508.0,-2.9,9.3,565.7,67.5,245.8,5.0,0.7,1.0,0.1,721.4635009765625,53.4
ERK,07BC002,53.73875453920976,-115.06573195606852,-1141.04,0.15955,0.45,0.06,0.07,0.01,0.38,0.01,0.02,0.0,0.0,0.44,0.07,0.07,0.01,0.38,0.01,0.02,0.0,0.0,0.36,0.1,0.11,0.04,0.36,0.01,0.02,0.0,0.0,1.4341745376586914,15.626051831541814,788.0199584960938,830.4359741210938,2336.779541015625,599.7769165039062,543.9,-3.7,9.0,536.5,77.6,249.5,5.0,0.7,1.0,0.1,830.4359741210938,13088.4
ERK,07BC004,54.30278199714022,-114.41737009346294,-1243.36,0.0,0.11,0.02,0.06,0.01,0.77,0.01,0.03,0.0,-0.01,0.1,0.03,0.06,0.01,0.77,0.01,0.03,0.0,-0.01,0.08,0.03,0.09,0.02,0.75,0.02,0.03,0.0,-0.02,0.611341655254364,17.897678388983984,662.0,662.236328125,714.1525268554688,616.8915405273438,474.1,-3.6,8.8,535.1,67.1,243.1,5.3,0.7,1.0,0.1,662.236328125,488.5
ERK,07BC006,54.41312264433807,-113.6657940069983,-1053.99,0.0,0.32,0.04,0.07,0.01,0.52,0.01,0.03,0.0,0.0,0.32,0.05,0.07,0.01,0.52,0.01,0.03,0.0,-0.01,0.29,0.05,0.1,0.02,0.49,0.01,0.03,0.0,0.01,0.571225643157959,15.625689334955778,657.0,664.2120361328125,733.95263671875,619.85009765625,484.2,-3.6,8.4,543.2,70.9,242.3,5.1,0.7,1.0,0.1,664.2120361328125,649.0
ERK,07BC007,54.085992431812286,-113.9617859907636,-1053.0,0.0,0.04,0.02,0.07,0.01,0.82,0.02,0.0,0.0,0.02,0.04,0.02,0.07,0.01,0.83,0.02,0.0,0.0,0.01,0.04,0.03,0.09,0.02,0.79,0.03,0.0,0.0,0.0,0.8275447487831116,355.98079526439574,666.3055419921875,671.4473876953125,733.180908203125,621.85009765625,466.3,-3.0,8.8,556.3,64.5,244.7,5.3,0.8,1.0,0.1,671.4473876953125,332.3
ERK,07GA001,53.58122072930983,-119.31467388365743,-1388.99,13.59341,0.55,0.06,0.29,0.01,0.01,0.01,0.02,0.06,-0.01,0.51,0.06,0.34,0.01,0.01,0.01,0.01,0.04,0.0099999999999997,0.46,0.06,0.39,0.01,0.01,0.01,0.01,0.03,0.02,18.112274169921875,341.47163524948,1854.411865234375,1845.693359375,3269.386474609375,942.9157104492188,858.9,-7.6,5.3,412.5,284.0,276.6,3.7,0.6,1.0,0.0,1845.693359375,3822.3
ERK,07GA002,53.81857005034666,-118.71808310271328,-1176.38,4.94739,0.84,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.07,0.1,0.01,0.01,0.0,0.0,0.0,-0.0099999999999997,0.75,0.08,0.15,0.01,0.01,0.0,0.0,0.0,0.0,7.984468936920166,20.18590704336137,1488.2564697265625,1545.279296875,2659.267333984375,1139.6944580078125,631.5,-6.6,6.9,430.7,121.9,261.8,4.4,0.7,1.0,0.1,1545.279296875,701.2
ERK,07GB001,54.5021608395495,-119.25518545429726,-1052.0,0.0,0.77,0.14,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.73,0.15,0.1,0.01,0.0,0.0,0.0,0.0,0.01,0.71,0.16,0.12,0.01,0.0,0.0,0.0,0.0,0.0,6.31789493560791,53.54931995917225,1159.076171875,1179.7183837890625,1630.084228515625,815.8499755859375,587.3,-5.0,7.5,479.7,121.7,251.6,4.7,0.7,1.1,0.1,1179.7183837890625,839.8
ERK,07GB002,54.17458302064101,-119.38786641866967,-1175.56,4.83798,0.84,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.78,0.09,0.11,0.01,0.01,0.0,0.0,0.0,0.0,10.171734809875488,38.790705172155874,1425.74853515625,1443.34521484375,2778.143798828125,817.8154296875,686.5,-6.1,6.8,448.7,153.3,258.5,4.3,0.7,1.1,0.0,1443.34521484375,3303.5
ERK,07GB003,54.1785100170663,-119.37107187071332,-1173.08,4.74084,0.84,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.78,0.09,0.12,0.01,0.01,0.0,0.0,0.0,-0.01,10.081624031066896,37.4370125884349,1418.7176513671875,1433.8702392578125,2778.143798828125,795.083740234375,682.7,-6.0,6.8,449.9,151.9,258.3,4.3,0.7,1.1,0.0,1433.8702392578125,3371.2
ERK,07GC002,54.7476186411978,-119.2247429027261,-1150.26,0.0,0.86,0.1,0.04,0.01,0.0,0.0,0.0,0.0,-0.01,0.84,0.1,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.71,0.21,0.07,0.0,0.0,0.0,0.0,0.0,0.01,3.67210865020752,358.9715691290018,871.335693359375,897.2064208984375,1289.212158203125,710.9157104492188,530.9,-4.0,8.4,510.2,102.9,245.6,5.0,0.7,1.1,0.1,897.2064208984375,492.8
ERK,07GD001,55.27671305612335,-119.78466296840712,-1257.47,0.0,0.44,0.11,0.07,0.01,0.34,0.01,0.02,0.0,-2.220446049250313e-16,0.44,0.11,0.06,0.01,0.34,0.01,0.02,0.0,0.0099999999999997,0.42,0.13,0.09,0.02,0.3,0.02,0.02,0.0,0.0,1.204338550567627,31.65876333638789,815.3055419921875,824.7410888671875,1031.1153564453125,689.8314208984375,506.9,-3.8,8.0,523.2,99.5,240.3,4.9,0.7,1.0,0.1,824.7410888671875,1641.3
ERK,07GD002,55.20431739218633,-119.95054101292972,-1135.6,0.0,0.61,0.12,0.05,0.01,0.19,0.0,0.01,0.0,0.01,0.61,0.12,0.05,0.01,0.19,0.0,0.01,0.0,0.01,0.6,0.14,0.07,0.02,0.15,0.01,0.01,0.0,0.0,1.4735264778137207,39.68203802019888,857.3587646484375,865.3311157226562,1031.1153564453125,747.9157104492188,523.4,-3.8,8.0,524.3,102.3,241.0,4.9,0.7,1.0,0.1,865.3311157226562,689.2
ERK,07GD003,54.94912394192319,-120.0965704245716,-1134.53,0.0,0.73,0.07,0.04,0.01,0.15,0.0,0.0,0.0,0.0,0.73,0.07,0.04,0.01,0.15,0.0,0.0,0.0,0.0,0.72,0.08,0.05,0.01,0.13,0.01,0.0,0.0,0.0,2.8532357215881348,47.98692577826201,969.0897827148438,961.9697875976562,1483.0,667.9157104492188,564.1,-3.8,7.9,522.9,111.4,243.7,4.9,0.7,1.1,0.1,961.9697875976562,1588.8
ERK,07GD004,54.91707706960266,-120.2064295100404,-1069.16,0.0,0.85,0.07,0.03,0.0,0.04,0.0,0.0,0.0,0.01,0.85,0.07,0.03,0.0,0.04,0.0,0.0,0.0,0.01,0.85,0.07,0.04,0.01,0.04,0.0,0.0,0.0,-0.01,3.3282830715179443,47.93829970293193,1027.084228515625,1013.9910888671876,1483.0,707.85009765625,587.2,-3.8,7.7,524.2,117.5,244.1,4.8,0.7,1.1,0.1,1013.9910888671876,1247.4
ERK,07GE001,54.76578872488432,-119.91072088324012,-1196.32,2.37767,0.69,0.09,0.08,0.01,0.12,0.0,0.01,0.0,1.1102230246251563e-16,0.66,0.09,0.11,0.01,0.12,0.0,0.01,0.0,0.0,0.63,0.12,0.12,0.01,0.11,0.01,0.01,0.0,-0.01,7.314270496368408,25.09085940888096,1013.6939697265624,1096.3060302734375,2869.0,521.85009765625,612.7,-4.4,7.5,502.4,129.2,246.3,4.7,0.7,1.1,0.1,1096.3060302734375,11262.5
ERK,07GE003,55.44320823387775,-118.88305600857414,-1183.2,0.0,0.48,0.09,0.06,0.01,0.35,0.01,0.0,0.0,1.1102230246251563e-16,0.48,0.09,0.06,0.01,0.35,0.0,0.0,0.0,0.01,0.44,0.12,0.09,0.02,0.32,0.01,0.0,0.0,0.0,1.5758273601531982,181.4951164195592,831.6944580078125,840.4414672851562,996.90283203125,717.9405517578125,509.1,-4.2,7.6,516.8,106.5,242.0,5.0,0.7,1.0,0.1,840.4414672851562,137.9
ERK,07GE007,55.46715700122618,-119.4714694561612,-1240.15,0.0,0.24,0.07,0.09,0.01,0.57,0.01,0.01,0.0,0.0,0.24,0.07,0.09,0.01,0.57,0.01,0.01,0.0,0.0,0.19,0.1,0.11,0.03,0.54,0.02,0.01,0.0,0.0,1.110278606414795,110.81111471821306,780.9675903320312,788.8187255859375,918.0842895507812,727.9157104492188,491.7,-4.0,7.9,520.9,99.2,239.0,5.0,0.7,1.0,0.1,788.8187255859375,180.9
ERK,07GF001,54.636148922416766,-117.9781991291114,-1203.63,0.07364,0.82,0.06,0.03,0.01,0.08,0.0,0.0,0.0,1.1102230246251563e-16,0.8,0.07,0.04,0.01,0.08,0.0,0.0,0.0,-2.220446049250313e-16,0.75,0.09,0.07,0.01,0.07,0.0,0.01,0.0,0.0,2.823958158493042,355.43995283722313,842.986328125,891.8160400390625,1656.0,495.8258972167969,534.2,-4.0,8.6,513.3,97.8,246.7,5.1,0.7,1.0,0.1,891.8160400390625,5047.5
ERK,07GF002,54.93963529666709,-117.73255860687397,-1341.47,0.0,0.91,0.06,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.91,0.06,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.84,0.08,0.04,0.02,0.0,0.0,0.01,0.0,0.01,1.5650416612625122,272.11640058756865,721.803466796875,722.4306640625,784.0842895507812,623.0,497.9,-3.5,8.9,534.0,94.3,242.8,5.2,0.7,1.0,0.1,722.4306640625,117.5
ERK,07GF003,54.94506986165097,-117.80629895979682,-1466.6,0.0,0.95,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.95,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.88,0.09,0.01,0.01,0.0,0.0,0.02,0.0,-0.01,2.748466730117798,181.28385899962277,702.7579956054688,707.6331787109375,777.1741333007812,650.0319213867188,487.1,-3.4,9.0,533.6,91.2,243.1,5.3,0.7,1.0,0.1,707.6331787109375,10.1
ERK,07GF004,54.92430331918976,-117.66623532210272,-1438.93,0.0,0.91,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.91,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.82,0.09,0.05,0.03,0.0,0.0,0.0,0.0,0.01,0.9630701541900636,317.29622566425303,740.0,738.48193359375,782.0842895507812,698.8033447265625,507.1,-3.5,8.8,534.6,96.9,243.0,5.1,0.7,1.0,0.1,738.48193359375,36.9
ERK,07GF005,54.96307881019869,-117.71865211404864,-1116.35,0.0,0.9,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.85,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.01,1.771679162979126,189.61921900454237,723.3524169921875,728.7129516601562,777.1156005859375,693.9368896484375,499.9,-3.5,8.8,533.3,95.2,242.9,5.2,0.7,1.0,0.1,728.7129516601562,19.6
ERK,07GF006,54.97070080787985,-117.7685607098246,-1083.02,0.0,0.84,0.08,0.01,0.0,0.0,0.0,0.06,0.0,0.01,0.84,0.08,0.01,0.0,0.0,0.0,0.06,0.0,0.01,0.77,0.07,0.05,0.04,0.0,0.0,0.06,0.0,0.0099999999999997,1.6216375827789309,139.39047735352105,769.0,749.6551513671875,784.0842895507812,682.8474731445312,502.5,-3.6,8.8,531.9,95.8,243.2,5.2,0.7,1.0,0.1,749.6551513671875,19.6
ERK,07GF007,54.932928061032776,-117.83304487975292,-1495.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.08,0.02,0.01,0.0,0.0,0.0,0.0,-0.01,1.6193400621414185,149.5266176141866,680.0,682.6255493164062,726.0842895507812,650.94677734375,477.1,-3.4,9.1,534.7,88.6,242.9,5.4,0.7,1.0,0.1,682.6255493164062,5.2
ERK,07GF008,54.27965506346698,-117.92030888960556,-1052.0,0.0,0.91,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.91,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0.05,0.06,0.03,0.0,0.0,0.0,0.0,0.01,3.3134655952453613,15.989013539537698,1172.062744140625,1147.2401123046875,1377.6719970703125,828.0,601.5,-4.9,8.0,486.4,106.0,252.4,4.9,0.7,1.0,0.1,1147.2401123046875,621.7
ERK,07GG001,54.52920951520403,-117.40902587976689,-1146.04,0.0,0.85,0.1,0.03,0.0,0.01,0.0,0.01,0.0,0.0,0.81,0.11,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.8,0.08,0.08,0.01,0.01,0.0,0.01,0.0,0.01,2.261659860610962,33.444439170157594,831.3587646484375,843.3043823242188,1203.14990234375,653.3212280273438,545.6,-3.6,8.9,531.0,92.1,245.5,5.0,0.7,1.0,0.1,843.3043823242188,1036.1
ERK,07GG002,54.23530825263742,-117.4960707729855,-1093.98,0.0,0.88,0.06,0.04,0.01,0.01,0.0,0.01,0.0,-0.01,0.84,0.08,0.06,0.01,0.01,0.0,0.01,0.0,-0.01,0.74,0.09,0.11,0.03,0.01,0.0,0.01,0.0,0.01,2.059741497039795,25.084749553715103,1062.0,1053.082763671875,1593.6944580078125,656.2399291992188,583.3,-4.4,8.4,503.5,94.1,250.6,4.9,0.7,1.0,0.1,1053.082763671875,3011.9
ERK,07GG003,54.51577846769697,-116.68394632963012,-1305.08,0.0,0.8,0.11,0.04,0.01,0.01,0.0,0.02,0.0,0.0099999999999998,0.79,0.12,0.05,0.01,0.01,0.0,0.02,0.0,0.0,0.72,0.12,0.09,0.03,0.01,0.01,0.02,0.0,0.0,1.5660629272460938,324.5214701717393,815.9157104492188,834.6414794921875,1143.0408935546875,661.8924560546875,537.1,-3.5,8.8,536.2,85.2,244.3,5.1,0.7,1.0,0.1,834.6414794921875,1955.8
ERK,07GH002,54.66521703332255,-117.10592687420068,-1223.06,0.06257,0.72,0.09,0.05,0.01,0.12,0.0,0.02,0.0,-0.01,0.7,0.1,0.06,0.01,0.12,0.0,0.02,0.0,-0.0099999999999997,0.64,0.11,0.09,0.03,0.1,0.01,0.02,0.0,0.0,1.6904319524765017,356.3668642690544,807.0,854.3456420898438,1593.6944580078125,479.8846435546875,538.5,-3.8,8.6,526.9,92.0,244.7,5.0,0.7,1.0,0.1,854.3456420898438,11081.7
ERK,07GH004,55.65608990205758,-117.07673466766131,-1292.72,0.0,0.06,0.02,0.06,0.01,0.84,0.01,0.0,0.0,0.0,0.06,0.03,0.06,0.01,0.84,0.01,0.0,0.0,-0.01,0.05,0.02,0.06,0.01,0.82,0.03,0.0,0.0,0.01,0.4414996802806854,340.34637811731903,607.0,608.0374755859375,669.0,550.7449951171875,430.2,-3.7,8.3,523.8,80.0,235.9,5.3,0.8,1.0,0.1,608.0374755859375,290.8
ERK,07GJ001,54.65593513058573,-118.5832132347909,-1230.91,2.23847,0.67,0.08,0.08,0.01,0.14,0.01,0.01,0.0,0.0,0.65,0.09,0.09,0.01,0.14,0.01,0.01,0.0,0.0,0.6,0.11,0.12,0.02,0.13,0.01,0.01,0.0,0.0,5.543296813964844,11.33484832270134,876.9471435546875,1031.8240966796875,3269.386474609375,376.85009765625,579.5,-4.5,7.9,499.9,122.1,248.5,4.8,0.7,1.0,0.1,1031.8240966796875,50042.9
ERK,05014500,48.78293517958789,-113.70607238858824,-1434.73,8.60913,0.42,0.25,0.27,0.02,0.02,0.01,0.02,0.0,-0.01,0.42,0.25,0.27,0.02,0.02,0.0,0.02,0.0,0.0,0.41,0.25,0.27,0.02,0.02,0.01,0.02,0.0,0.0,28.10016441345215,248.5046328187038,1957.3460693359373,1962.9703369140625,3014.050537109375,1471.0670166015625,1593.3,-3.6,6.6,544.2,484.3,307.6,3.9,0.6,1.0,0.0,1962.9703369140625,80.7
ERK,05017500,48.72164727078419,-113.56685699842896,-1436.2,12.28702,0.47,0.17,0.29,0.01,0.01,0.0,0.04,0.0,0.01,0.45,0.17,0.3,0.01,0.01,0.0,0.05,0.0,0.01,0.44,0.21,0.26,0.02,0.02,0.01,0.05,0.01,-0.02,21.04613876342773,348.580398472253,1818.3018798828125,1859.4569091796875,3062.947265625,1363.9063720703125,1335.4,-2.9,7.5,567.0,367.7,301.8,4.1,0.7,1.0,0.0,1859.4569091796875,706.2
ERK,05010500,48.96759822178338,-113.79384569216954,-1459.16,9.66402,0.46,0.22,0.27,0.02,0.02,0.0,0.01,0.0,0.0,0.43,0.24,0.29,0.02,0.02,0.0,0.01,0.0,-0.01,0.42,0.24,0.29,0.02,0.02,0.0,0.01,0.0,0.0,31.281349182128903,71.34703079103599,2094.77001953125,2084.461181640625,2892.257568359375,1535.538330078125,1509.2,-3.9,5.5,537.9,481.2,310.3,4.2,0.7,1.0,0.1,2084.461181640625,26.1
ERK,05012000,48.97901949901016,-113.85627609560676,-1471.52,10.16917,0.65,0.14,0.17,0.02,0.02,0.0,0.0,0.0,0.0,0.65,0.14,0.17,0.02,0.02,0.0,0.0,0.0,0.0,0.61,0.15,0.19,0.02,0.02,0.0,0.0,0.0,0.01,31.04970932006836,250.95221510767087,1968.026611328125,1952.37939453125,2675.9404296875,1281.1715087890625,1361.3,-3.3,6.6,556.1,382.9,306.0,4.1,0.7,1.0,0.0,1952.37939453125,14.8
ERK,05013900,48.759263217662166,-113.72468377016088,-1302.32,3.52583,0.15,0.17,0.57,0.02,0.03,0.03,0.02,0.01,0.0,0.14,0.18,0.58,0.02,0.03,0.02,0.02,0.01,0.0,0.11,0.19,0.56,0.02,0.03,0.03,0.02,0.03,0.0099999999999997,30.04279899597168,49.20330338859311,2056.83935546875,2093.218994140625,2912.188720703125,1505.3653564453125,1709.9,-3.8,6.1,534.2,522.5,316.7,3.8,0.6,1.0,0.0,2093.218994140625,6.2
ERK,05014000,48.76389590043908,-113.7184526650594,-1341.61,6.08919,0.18,0.28,0.42,0.02,0.02,0.02,0.04,0.01,0.0099999999999998,0.19,0.28,0.42,0.02,0.02,0.02,0.04,0.01,0.0,0.17,0.28,0.41,0.02,0.03,0.02,0.05,0.02,-2.220446049250313e-16,28.64604377746582,82.28362847321274,2015.6033935546875,2000.4598388671875,2912.188720703125,1505.235595703125,1605.2,-3.5,6.7,546.0,459.8,309.7,3.8,0.6,1.0,0.0,2000.4598388671875,9.4
ERK,05014300,48.80504518070716,-113.72165572147075,-1429.76,8.31484,0.43,0.27,0.25,0.02,0.02,0.0,0.02,0.0,-0.01,0.43,0.25,0.27,0.02,0.02,0.0,0.01,0.0,0.0,0.43,0.25,0.27,0.02,0.02,0.0,0.02,0.0,-0.01,28.436708450317383,159.6602008388565,1930.04248046875,1957.013671875,2835.256103515625,1488.1412353515625,1553.4,-3.5,6.8,546.7,444.9,310.8,4.0,0.6,1.0,0.0,1957.013671875,41.7
FRA,08JA002,53.665774253986406,-126.83456128496034,-1165.08,3.75404,0.63,0.06,0.11,0.01,0.01,0.01,0.16,0.02,-0.01,0.61,0.06,0.13,0.01,0.01,0.01,0.15,0.02,0.0,0.58,0.07,0.17,0.01,0.01,0.01,0.15,0.01,-0.01,9.935747146606444,8.054262264350044,1011.4576416015624,1115.382080078125,2246.37890625,847.959228515625,1483.6,-2.5,6.4,559.1,345.1,247.5,3.4,0.6,1.0,0.0,1115.382080078125,4246.1
FRA,08JA005,53.65625321027344,-127.28384284610894,-1230.69,5.04795,0.61,0.05,0.16,0.01,0.01,0.02,0.1,0.05,-0.01,0.58,0.06,0.2,0.01,0.01,0.01,0.1,0.04,-0.0099999999999997,0.54,0.07,0.24,0.01,0.01,0.01,0.1,0.02,0.0,14.820070266723633,23.09756900248732,1131.7322998046875,1209.9384765625,2210.95166015625,849.4286499023438,2146.5,-2.5,5.4,573.1,551.4,243.5,3.1,0.5,1.0,0.0,1209.9384765625,1441.7
FRA,08JA010,53.43562852936349,-126.11728493509992,-1120.19,2.33624,0.72,0.05,0.09,0.01,0.01,0.01,0.1,0.01,0.0,0.62,0.06,0.19,0.01,0.01,0.01,0.1,0.01,-0.0099999999999997,0.61,0.07,0.2,0.01,0.01,0.0,0.1,0.0,1.1102230246251563e-16,7.997122287750244,6.465500377358891,1071.1435546875,1136.2786865234375,2755.706298828125,847.959228515625,1110.3,-3.2,6.9,525.2,263.9,257.4,3.5,0.6,1.0,0.0,1136.2786865234375,13743.5
FRA,08JA014,53.23498375491758,-125.27865834969434,-1052.0,0.0,0.87,0.05,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.55,0.07,0.36,0.01,0.01,0.0,0.0,0.0,0.0,0.57,0.12,0.3,0.0,0.01,0.0,0.0,0.0,0.0,6.634567737579346,317.0711592412588,1250.5814208984375,1278.8004150390625,1933.0,988.1923217773438,620.5,-5.5,7.2,432.5,194.2,279.2,3.7,0.7,1.0,0.0,1278.8004150390625,146.3
