,official_id,watershed_id,name,centroid_lat_deg_n,centroid_lon_deg_e,drainage_area_km2,drainage_area_gsim_km2,flag_gsim_boundaries,flag_artificial_boundaries,elevation_m,slope_deg,gravelius,perimeter,flag_shape_extraction,aspect_deg,flag_terrain_extraction,land_use_forest_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_water_frac_2010,land_use_urban_frac_2010,land_use_shrubs_frac_2010,land_use_crops_frac_2010,land_use_snow_ice_frac_2010,flag_land_use_extraction,logk_ice_x100,porosity_x100,flag_subsoil_extraction,year_from,year_to,record_length,agency,status,updated_official_basin,in_bcub,prcp,srad,swe,tmax,tmin,vp,high_prcp_freq,high_prcp_duration,low_prcp_freq,low_prcp_duration,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits,mean_runoff
10,05AA013,849,MCGILLIVRAY CREEK NEAR COLEMAN,49.63444,-114.52,32.6,,False,True,1451.6,8.3269,,,False,184.8168,True,18.75,0.0,0.0,0.0,37.5,43.75,0.0,0.0,True,,,False,1913.0,1986.0,15.0,BCUB,D,False,True,783.2467,290.54248,163.18634,6.493656,-4.246646,512.88617,0.054129735,1.0121471,0.6902993,4.4004707,2.0332023586133463,4.2106853902659775,6.3341587144793845,6.960994802370778,7.205143701951988,7.212529400914937,7.212529400914937,0.41800094493320294
11,05AA022,850,CASTLE RIVER NEAR BEAVER MINES,49.48866,-114.1444,820.651,,False,False,1714.2,16.1504,1.8732,189.219,True,90.3777,True,54.1,30.0,0.58,0.2299999999999999,1.05,11.56,2.46,0.0,True,-1590.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,919.1197,287.17242,195.20206,7.341081,-2.9370656,561.9086,0.05329926,1.0183649,0.695677,4.480206,1.530692650467658,3.8061917465942336,5.80508787177295,6.8663324359561,8.059590317497248,9.165017015515774,9.873386289648634,15.465846703590623
12,05AA023,851,OLDMAN RIVER NEAR WALDRON'S CORNER,49.81389,-114.1833,1446.1,1430.884,True,False,1852.6,14.4308,1.6531,221.305,True,118.956,True,67.7,22.15,0.5499999999999999,0.08,0.72,8.129999999999999,0.65,0.01,True,-1550.0,20.0,True,1971.0,2001.0,21.0,WSC,D,False,True,733.93427,287.04965,151.81517,6.4553657,-4.4235206,507.9181,0.053636808,1.0318311,0.69686085,4.57712,1.8461446948546425,3.918876699561183,5.731831197798025,7.02494911406556,8.239321410266525,9.231630128695729,9.81641123771577,12.792158007335146
13,05AA026,852,DUTCH CREEK NEAR THE MOUTH,49.90167,-114.4303,143.0,150.1223,True,False,1885.3,15.3612,1.5246,67.954,True,133.2066,True,66.52,25.71,0.0699999999999999,0.02,0.86,6.81,0.0,0.0,True,-1560.0,20.0,True,1971.0,1972.0,2.0,WSC,D,False,True,786.33185,286.39108,172.886,6.054167,-4.718177,499.45312,0.05049726,1.028965,0.67644715,4.2397904,2.105036782313233,4.087667642085054,6.028840160476663,7.128674438090526,8.133164094097877,8.839763457030939,9.212863756609885,2.1991027667425893
14,05AA027,853,RACEHORSE CREEK NEAR THE MOUTH,49.83779,-114.4206,217.6471,,False,False,1856.4,14.8924,1.3467,70.023,True,95.6984,True,70.33,21.19,0.0,0.03,1.36,7.08,0.0,0.01,True,-1570.0,20.0,True,2012.0,2022.0,10.0,WSC,A,False,True,774.6195,284.22858,160.38396,6.3422575,-4.4388356,507.4118,0.05179835,1.0239432,0.6848332,4.3469524,1.7694353174430486,3.71647499191444,5.85283643074046,7.095978946357118,8.234470736199274,9.05587074917563,9.532847500728865,3.484877958335015
15,05AA028,854,CASTLE RIVER AT RANGER STATION,49.39745,-114.3399,375.2918,,False,False,1824.0,19.6435,1.5523,106.051,True,24.12,True,69.06,24.21,0.1,0.43,0.59,5.609999999999999,0.0,0.0,True,-1630.0,10.0,True,2012.0,2022.0,11.0,WSC,A,False,True,1037.1143,288.19733,246.12074,6.5934896,-3.082947,560.2812,0.052797202,1.0123984,0.68991315,4.394173,1.421499519260378,3.5440096478005017,6.053288764891805,7.282539191656223,8.503813182357721,9.392750430954957,9.88556435775564,11.521009072580645
16,05AA033,855,KETTLES CREEK AT PINCHER CREEK,49.49232,-113.9265,38.4268,,False,False,1267.3,2.6632,1.6285,35.594,True,38.4806,True,1.62,8.99,1.23,1.16,4.61,2.17,80.2,0.0,True,-1520.0,20.0,True,2012.0,2022.0,11.0,WSC,A,False,True,600.7587,280.7932,63.48057,10.788974,-1.3273269,611.7043,0.054987874,1.0151316,0.7417825,5.184763,2.049527455409159,3.928128886818868,5.684267395724236,6.232735326829853,6.434913622656027,6.451417053732399,6.4514170537324,0.10329515715467329
17,05AA034,856,PINCHER CREEK AT FRONT RANGE ROAD,49.30934,-114.0751,24.0455,,False,False,1942.1,20.7483,1.5918,27.528,True,123.1992,True,45.26,47.29,0.0,0.0,0.36,7.1,0.0,0.0,True,-1639.9999999999998,10.0,True,2012.0,2021.0,10.0,WSC,A,False,True,1096.1947,292.0073,277.4721,6.110577,-3.1987565,565.0536,0.056126483,1.005,0.69942605,4.5030437,2.1565540877619624,4.007744528562408,6.225798123022403,7.165177517039857,7.8029736175695215,7.961513894247113,7.975999113849878,0.6805753808243729
18,05AA035,857,OLDMAN RIVER AT RANGE ROAD NO. 13A,49.72769,-114.0865,1830.0,1827.604,True,False,1772.4,13.0299,1.8415,272.704,True,138.0935,True,60.040000000000006,27.53,0.69,0.09,0.89,7.84,2.91,0.01,True,-1540.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,696.6795,286.44107,134.06786,7.1125484,-4.00282,519.9258,0.054974303,1.0287305,0.70888233,4.768607,1.7624386834663095,4.288976127000728,6.829523563456178,8.00324465561926,8.997053149077718,9.620362452754032,9.890591923163864,16.423601396045992
19,05AA909,858,TODD CREEK NEAR HIGHWAY NO.22,49.76328,-114.2381,73.9835,,False,False,1633.2,11.7861,1.2742,38.629,True,111.8563,True,47.81,30.22,0.8999999999999999,0.0,1.08,18.28,1.71,0.0,True,-1590.0,20.0,True,2012.0,2022.0,10.0,WSC,A,False,True,651.89355,281.69016,106.56417,8.160403,-3.1878042,546.6168,0.054706614,1.023353,0.71773314,4.8672943,1.5156163041498534,3.655066552782436,5.717061020015445,6.67344742783381,7.39819962481323,7.874734592261499,7.9576098833911395,0.43657799135294395
20,05AB005,859,TROUT CREEK NEAR GRANUM,49.97735,-113.686,440.8335,,False,False,1367.8,8.4352,1.3071,96.708,True,108.0403,True,33.989999999999995,50.51,1.06,0.01,1.44,8.52,4.47,0.0,True,-1520.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,521.782,282.67215,56.115417,9.931637,-2.3779638,560.4476,0.06173131,1.0031012,0.77536213,5.9996724,2.534885729854194,3.51055299864789,5.286685884027724,6.395542862503159,7.4580401865583585,8.338844060845924,8.8590409583575,1.042949912880278
21,05AB013,860,BEAVER CREEK NEAR BROCKET,49.63938,-113.7953,255.8479,,False,False,1381.8,7.8309,1.4603,82.327,True,152.7379,True,26.42,50.44,0.37,0.0,1.43,6.239999999999999,15.1,0.0,True,-1520.0,20.0,True,2012.0,2022.0,11.0,WSC,A,False,True,556.45,284.43112,61.378975,10.009968,-2.1448078,575.03076,0.06196172,1.0325344,0.7678075,5.747004,1.882923592524683,3.225643090806784,5.116206531198845,6.240397028176678,7.268147131493943,7.979880683701779,8.260540130456336,0.37744609192798295
22,05AB022,861,WEST STREETER CREEK NEAR NANTON,50.10806,-114.0664,1.37,,False,True,1469.3,12.1317,,,False,8.3824,True,10.53,0.0,0.0,0.0,0.0,0.0,89.47,0.0,True,,,False,1964.0,1970.0,7.0,BCUB,D,False,True,559.885,274.85788,67.04409,9.098691,-2.8610725,551.35944,0.06120797,1.0,0.7603985,5.795,2.62471043433396,3.0410739138012217,3.0410739138012213,3.0410739138012213,3.0410739138012217,3.0410739138012217,3.0410739138012217,0.0008896701655572622
23,05AB029,862,MEADOW CREEK NEAR THE MOUTH,49.95413,-113.6635,130.2381,,False,False,1252.4,6.3022,1.6668,67.036,True,87.0648,True,15.05,62.89,1.0,0.1,1.53,7.090000000000001,12.33,0.0,True,-1520.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,494.36758,279.75003,46.367874,10.781275,-1.9505274,570.4791,0.06191842,1.0050246,0.7830671,6.091885,2.274376489090898,3.82311484008296,5.253615225230874,6.349874049556344,7.210626256841299,7.618726536444196,7.700575536394184,0.1769966982770155
24,05AB030,863,STREETER CREEK (MAIN STEM) NEAR NANTON,50.12333,-114.0556,5.96,,False,True,1375.2,8.8986,,,False,32.6675,True,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1967.0,1969.0,2.0,BCUB,D,False,True,555.02875,275.08365,65.46152,9.192285,-2.817351,551.9837,0.06124948,1.0038333,0.7619656,5.8028336,2.683987373694799,2.897461067839847,4.24820822829344,4.292692743472831,4.292692743472831,4.292692743472831,4.292692743472831,0.010913125035572254
25,05AB040,864,WILLOW CREEK AT SECONDARY NO. 532,50.24177,-114.3512,65.3188,,False,False,1728.9,12.8709,1.3108,37.324,True,94.073,True,79.29,8.01,0.0,0.06,0.79,11.85,0.0,0.0,True,-1520.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,667.5635,284.2976,109.82532,7.435712,-4.1451635,514.5576,0.057585284,1.0234919,0.7220995,4.950475,2.026495046581704,3.8385341558567063,6.119063617931527,7.079694558056548,7.868971316672855,8.262582965269608,8.331738971095088,0.7473519810952111
26,05AB046,865,WILLOW CREEK AT HIGHWAY NO. 811,49.75476,-113.4073,2509.8584,,False,False,1262.0,5.7682,1.6076,283.798,True,118.6022,True,24.8,38.54,0.77,1.04,2.03,7.19,25.629999999999995,0.0,True,-1530.0,20.0,True,1999.0,2021.0,21.0,WSC,A,False,True,495.39453,281.1459,49.679264,10.581368,-2.1937668,559.06866,0.05989104,1.0045125,0.77636385,6.014905,1.7644306024079617,4.373605458635719,6.587637977508801,7.583951609345319,8.459942247120516,9.164238011740144,9.622511548888305,6.327543046123373
27,05AC030,866,SNAKE CREEK NEAR VULCAN,50.47247,-112.914,349.9885,,False,False,992.3,1.2146,1.512,99.637,True,107.0497,True,0.01,3.56,0.08,1.03,3.56,0.13,91.63,0.0,True,-1600.0,10.0,True,2012.0,2021.0,10.0,WSC,A,False,True,392.7193,278.6731,32.87214,11.485344,-1.8493029,549.98895,0.060937084,1.005003,0.7993064,6.421175,1.891767832287488,3.677180540656826,5.766224504816486,6.636530200563042,7.154751258213695,7.386190865808645,7.420921046722714,0.12346337433690636
28,05AC034,867,LITTLE BOW RIVER ABOVE TRAVERS RESERVOIR,50.20417,-112.9778,3490.0697,,False,False,1034.6,1.2383,1.804,375.464,True,105.8134,True,0.79,9.23,0.29,2.33,3.43,1.04,82.88,0.0,True,-1520.0,20.0,True,1992.0,2021.0,23.0,WSC,A,False,True,420.01663,278.96072,33.27337,11.786685,-1.8071989,556.70776,0.06044996,1.0063716,0.7906884,6.2859106,2.4655357432663103,4.517439705134606,6.396862953990515,7.300855783287017,7.995733368523153,8.61699883833794,8.934635337138737,2.7001911043987894
29,05AC930,868,LITTLE BOW RIVER AT HIGHWAY NO. 533,50.35417,-113.5431,791.6734,,False,False,1026.4,0.6497,1.425,141.224,True,163.4672,True,0.09,1.17,0.03,4.05,3.92,0.25,90.49,0.0,True,-1520.0,20.0,True,1999.0,2021.0,19.0,WSC,A,False,True,424.01193,277.05508,33.059853,11.648001,-1.9271313,556.6222,0.060570523,1.0119603,0.7871868,6.1731286,2.6103707064666946,4.246455276719747,5.906484034751027,6.90357169444443,7.782641734660483,8.350104225368417,8.47582031395919,1.8083670334084405
30,05AD003,869,WATERTON RIVER NEAR WATERTON PARK,49.11366,-113.8394,612.6766,,False,False,1838.1,22.5613,1.6875,147.343,True,287.0749,True,53.41,26.08,0.26,3.82,0.65,15.1,0.11,0.5700000000000001,True,-1520.0,10.0,True,2012.0,2021.0,10.0,WSC,A,False,True,1278.7378,297.1514,343.83783,7.177134,-3.0236561,564.89276,0.046713714,1.0087367,0.6545643,3.9979486,1.6099187681414178,3.5420990416643945,5.564088787748039,6.787511124255949,8.15776983008667,9.343177180936808,9.92831102388674,17.86156616314771
31,05AD016,870,DRYWOOD CREEK NEAR TWIN BUTTE,49.3,-114.0056,29.3,,False,True,1501.8,4.1852,,,False,97.6976,True,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1935.0,1986.0,52.0,BCUB,D,False,True,1109.442,288.5507,278.50412,6.289052,-3.0576735,571.1375,0.054612014,1.0039655,0.6959656,4.4687243,1.7574496645108737,3.584468547181892,5.546671307190512,6.719211175661975,7.683785532652548,7.987142216648122,8.01479598915735,0.8820838580516
32,05AD031,871,STREET CREEK AT INTERNATIONAL BOUNDARY,48.98889,-113.8778,14.0,,False,True,1597.6,20.338,,,False,270.9213,True,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1947.0,1955.0,9.0,BCUB,D,False,True,1405.6222,309.1864,396.73975,6.362265,-3.455084,552.18005,0.04723763,1.0061818,0.6615476,4.035,2.691201742992205,4.163211695076283,6.306957316796905,6.937166887874063,7.141572566689594,7.148423622504001,7.148423622504001,0.48560390063033004
33,05AD033,872,BELLY RIVER (NORTH BRANCH) AT INTERNATIONAL BOUNDARY,48.98889,-113.7639,25.1,,False,True,1934.9,25.8097,,,False,24.1986,True,81.25,0.0,0.0,0.0,0.0,18.75,0.0,0.0,True,,,False,1947.0,1955.0,9.0,BCUB,D,False,True,1515.2915,309.3758,482.3975,5.414306,-3.9477904,537.35596,0.050325703,1.0366539,0.671846,4.2167306,2.15094806536216,4.685136949471478,6.81018527055251,7.500730750776644,7.650707249879629,7.655517854283049,7.655517854283048,1.0272813636256626
34,05AD035,873,PRAIRIE BLOOD COULEE NEAR LETHBRIDGE,49.56628,-112.9543,223.4751,,False,False,1046.3,1.1736,1.4726,77.616,True,74.5994,True,0.06,14.46,0.13,0.42,1.93,0.06,82.95,0.0,True,-1520.0,20.0,True,2012.0,2021.0,9.0,WSC,A,False,True,442.1181,284.84314,34.664494,12.292737,-1.022139,588.445,0.058217425,1.0121549,0.7886187,6.269446,1.4883107836055558,3.513600963037245,5.752404084514625,6.6963183124264685,7.431961709116425,7.800175961448302,7.903775299029536,0.1508627489359319
35,05AD042,874,YARROW CREEK AT SPREAD EAGLE ROAD,49.23194,-113.9608,47.9077,,False,False,1915.5,23.7168,1.3821,33.739,True,56.4216,True,34.239999999999995,53.580000000000005,0.0,0.0,1.37,7.32,3.5000000000000004,0.0,True,-1630.0,10.0,True,2012.0,2021.0,10.0,WSC,A,False,True,1195.6293,289.25824,307.1677,6.2952104,-3.0116544,573.3414,0.05175406,1.005851,0.6820964,4.288234,2.3779777187763607,4.254636777596534,6.161147129427594,7.222978973320584,8.002258562381495,8.473346683103054,8.579203770073944,1.191112807219662
36,05AD903,875,COTTONWOOD CREEK NEAR TWIN BUTTE,49.14306,-113.8472,34.2,,False,True,1359.6,3.9252,,,False,131.0325,True,31.58,68.42,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1982.0,1989.0,8.0,BCUB,D,False,True,837.1726,284.437,131.69576,9.606391,-1.7605686,612.92993,0.050038707,1.0012432,0.7003887,4.5575676,1.2497022869586354,3.913908359741564,5.298417161760026,5.848651269882232,6.018465645709251,6.037182963408553,6.037182963408553,0.18349221778765268
37,05AD904,876,GALWEY BROOK NEAR WATERTON PARK,49.14028,-113.85,20.5,,False,True,1347.5,3.2943,,,False,132.2738,True,78.95,0.0,0.0,0.0,0.0,21.05,0.0,0.0,True,,,False,1983.0,1989.0,7.0,BCUB,D,False,True,1061.3931,294.67224,231.55408,7.83396,-2.4686277,591.03174,0.048666187,1.0012106,0.68556726,4.3552103,2.943176081468465,3.9188591077219135,5.655834564376621,6.305556249359412,6.577932876295852,6.626263697415632,6.626263697415633,0.22868132952508957
38,05AD934,877,BELLY RIVER NEAR MOON RIVER ROAD,49.7287,-113.1247,3584.4565,,False,False,1382.8,8.0552,1.7799,375.794,True,61.3698,True,20.13,25.98,1.58,2.01,2.07,6.75,41.260000000000005,0.22,True,-1540.0,20.0,True,2008.0,2021.0,13.0,WSC,A,False,True,765.12286,288.304,141.06995,10.211555,-1.6869742,593.27045,0.05440774,1.0080097,0.7374144,5.331215,2.0220209050283016,4.386319722758467,6.9428536249495885,8.04787236417785,8.993846387901094,9.601366364129984,9.9600953099782,27.893018036548277
39,05AE005,878,ROLPH CREEK NEAR KIMBALL,49.12501,-113.1426,222.3957,,False,False,1314.4,2.8533,1.6715,87.934,True,352.9888,True,0.8699999999999999,49.8,1.18,1.62,1.44,12.920000000000002,32.17,0.0,True,-1520.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,514.3183,292.34766,58.4203,11.227269,-1.5223606,579.02814,0.06385489,1.0265429,0.78515387,6.480767,2.352863151533505,3.798998001013528,5.196971338410899,6.30599525163071,7.310133595289538,8.056365234045858,8.302905144598123,0.349699207926681
40,05AE011,879,POTHOLE CREEK NEAR MAGRATH,49.37667,-112.8892,374.0,364.592,True,False,1221.3,2.4215,1.5395,103.169,True,15.5056,True,0.29,69.24,1.03,2.28,0.77,0.12,26.27,0.0,True,-1550.0,20.0,True,1914.0,1951.0,37.0,WSC,D,False,True,462.9157,291.7922,46.115948,11.505493,-1.6290175,564.70514,0.06387269,1.0119683,0.7984449,6.7677608,3.2552655290618957,4.584862546876771,6.140187860696547,6.662676673745112,6.956324812977584,7.064340788717835,7.075360759491715,2.454472162485066
41,05AE039,880,TOUGH CREEK NEAR BEAZER,49.06667,-113.5333,38.6,,False,True,1397.5,3.5404,,,False,36.7791,True,0.0,21.05,0.0,0.0,0.0,0.0,78.95,0.0,True,,,False,1980.0,1981.0,2.0,BCUB,D,False,True,804.0462,292.54993,139.69624,9.6744585,-1.9646326,603.6078,0.05632188,1.0027059,0.73468244,5.153059,1.7399173206613263,4.2334523724621205,5.802151754580885,6.415525751937621,6.711438054434482,6.791505784904468,6.791505784904468,0.252513605408928
42,05AE040,881,LEE CREEK (EAST BRANCH) NEAR BEAZER,49.01389,-113.5389,37.8,,False,True,1468.3,4.3904,,,False,71.467,True,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1978.0,1985.0,8.0,BCUB,D,False,True,749.48346,293.10263,120.35365,10.104153,-1.8048071,604.83936,0.057502225,1.0118285,0.7393773,5.383057,1.8112241139797691,3.8537148892257456,5.6396261065142985,6.379562832275503,6.7164923013385645,6.752480695025999,6.7628517479443,0.2903143241167435
43,05BA001,886,BOW RIVER AT LAKE LOUISE,51.4286,-116.1889,422.4334,,False,False,2194.5,18.263,1.7132,123.943,True,205.9657,True,41.69,38.49,0.11,3.15,0.5499999999999999,1.37,0.0,14.65,True,-1520.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,907.7892,299.40152,388.9546,3.3175128,-7.124263,414.77417,0.042662155,1.0148855,0.6094874,3.4315522,2.4403434271119955,3.320703069000269,6.1111418146199705,7.478014646936613,8.714193859627763,9.456458189280587,9.72240007649923,9.848516248638399
44,05BA006,887,JOHNSTON CREEK NEAR THE MOUTH,51.24444,-115.8417,124.0,127.1837,True,False,2267.6,23.7253,1.7886,71.26,True,219.2014,True,39.18,54.74,0.1399999999999999,0.37,0.13,3.1300000000000003,0.0,2.3,True,-1520.0,20.0,True,1973.0,1996.0,24.0,WSC,D,False,True,772.6571,301.57748,290.5072,3.2985935,-7.4919257,406.32828,0.048479494,1.0098226,0.6493894,3.9578469,2.7645177561157355,4.540404027425926,6.786515287337972,7.811896903918656,8.650754939707646,9.195711331560991,9.379670914695472,3.4488061145583937
45,05BA008,888,BOW RIVER BELOW HECTOR LAKE,51.54167,-116.2944,280.0,280.0745,True,False,2281.6,19.1056,1.4979,90.334,True,216.4417,True,31.05,45.87,0.09,4.02,0.38,1.41,0.0,17.18,True,-1520.0,20.0,True,1973.0,1976.0,4.0,WSC,D,False,True,946.30133,302.69293,428.7789,2.7634745,-7.5158033,404.31937,0.042768355,1.0177011,0.60698646,3.3990738,3.2306909971543303,5.113856068859838,7.316052575205226,8.033738560809741,8.379236398006766,8.433974725415842,8.433974725415842,13.6617945041816
46,05BB001,889,BOW RIVER AT BANFF,51.17223,-115.5718,2209.5937,,False,False,2137.3,20.0995,2.0467,338.679,True,182.2644,True,51.35,38.15,0.24,1.44,0.75,2.76,0.0,5.3100000000000005,True,-1520.0,20.0,True,2012.0,2021.0,10.0,WSC,A,False,True,798.75665,295.22055,297.64813,3.9610198,-6.9069033,422.1192,0.04688532,1.0155648,0.6410418,3.8196206,0.6041307695066955,2.9485568309270462,5.656767664198364,6.986821626802257,8.19608754886544,9.138244133706538,9.745129028564504,38.63004858034241
47,05BB003,890,FORTY MILE CREEK NEAR BANFF,51.20667,-115.5847,133.0,128.7597,True,False,2139.7,23.5236,1.6021,67.021,True,189.342,True,52.07000000000001,43.29,0.09,0.1699999999999999,1.13,3.15,0.0,0.09,True,-1520.0,20.0,True,1912.0,1977.0,19.0,WSC,D,False,True,745.5619,294.68558,240.26006,4.0951486,-7.117391,419.0613,0.05188507,1.0212661,0.6701678,4.135081,2.8329979694116103,4.876364630294876,7.214288945649072,8.111389947101014,8.433114760575215,8.441225971771836,8.441225971771832,3.415480884109916
